Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0  Desired output: 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0  Desired output: 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0 
Input: 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0  Desired output: 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0  Desired output: 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0  Desired output: 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0 
Input: 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0  Desired output: 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
Input: 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0  Desired output: 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
